train,test,n
0.9998060888113244,0.5926141320151207,641.0
0.9998060888113244,0.5617912183774353,642.0
0.9998060888113244,0.5763303285838907,643.0
0.9998060888113244,0.5588833963361443,644.0
0.9998060888113244,0.5809828438499564,645.0
0.9998060888113244,0.5588833963361443,646.0
0.9998060888113244,0.5632451293980808,647.0
0.9998060888113244,0.5402733352718814,648.0
0.9998060888113244,0.5655713870311136,649.0
0.9998060888113244,0.5713870311136958,650.0
0.9998060888113244,0.5891247455655714,651.0
0.9998060888113244,0.6013375981389939,652.0
0.9998060888113244,0.5754579819715033,653.0
0.9998060888113244,0.5769118929921488,654.0
0.9998060888113244,0.5804012794416982,655.0
0.9998060888113244,0.5556847920907241,656.0
0.9998060888113244,0.5777842396045362,657.0
0.9998060888113244,0.5612096539691771,658.0
0.9998060888113244,0.5524861878453039,659.0
0.9998060888113244,0.5629543471939518,660.0
0.9998060888113244,0.5536493166618203,661.0
0.9998060888113244,0.5897063099738296,662.0
0.9998060888113244,0.6001744693224774,663.0
0.9998060888113244,0.5766211107880198,664.0
0.9998060888113244,0.585635359116022,665.0
0.9998060888113244,0.5891247455655714,666.0
0.9998060888113244,0.5937772608316371,667.0
0.9998060888113244,0.5867984879325385,668.0
0.9998060888113244,0.5838906658912475,669.0
0.9998060888113244,0.5862169235242803,670.0
0.9998060888113244,0.5652806048269846,671.0
0.9998060888113244,0.5931956964233789,672.0
0.9998060888113244,0.582727537074731,673.0
0.9998060888113244,0.5731317243384705,674.0
0.9998060888113244,0.5899970921779587,675.0
0.9998060888113244,0.5885431811573132,676.0
0.9998060888113244,0.5783658040127945,677.0
0.9998060888113244,0.5847630125036348,678.0
0.9998060888113244,0.5760395463797615,679.0
0.9998060888113244,0.5815644082582146,680.0
0.9998060888113244,0.590869438790346,681.0
0.9998060888113244,0.580110497237569,682.0
0.9998060888113244,0.5646990404187264,683.0
0.9998060888113244,0.5600465251526606,684.0
0.9998060888113244,0.5702239022971795,685.0
0.9998060888113244,0.57981971503344,686.0
0.9998060888113244,0.5324222157603955,687.0
0.9998060888113244,0.5562663564989823,688.0
0.9998060888113244,0.5638266938063391,689.0
0.9998060888113244,0.5580110497237569,690.0
0.9998060888113244,0.5487060191916254,691.0
0.9998060888113244,0.5289328293108462,692.0
0.9998060888113244,0.5655713870311136,693.0
0.9998060888113244,0.5414364640883977,694.0
0.9998060888113244,0.5577202675196278,695.0
0.9998060888113244,0.5678976446641466,696.0
0.9998060888113244,0.5600465251526606,697.0
0.9998060888113244,0.5786565862169235,698.0
0.9998060888113244,0.5417272462925269,699.0
0.9998060888113244,0.5475428903751091,700.0
0.9998060888113244,0.5876708345449259,701.0
0.9998060888113244,0.5446350683338179,702.0
0.9998060888113244,0.5109043326548415,703.0
0.9998060888113244,0.5481244547833672,704.0
0.9998060888113244,0.5210817097993603,705.0
0.9998060888113244,0.5481244547833672,706.0
0.9998060888113244,0.5178831055539401,707.0
0.9998060888113244,0.5376562954347194,708.0
0.9998060888113244,0.512067461471358,709.0
0.9998060888113244,0.5190462343704565,710.0
0.9998060888113244,0.528351264902588,711.0
0.9998060888113244,0.5225356208200058,712.0
0.9998060888113244,0.5242803140447805,713.0
0.9998060888113244,0.5184646699621983,714.0
0.9998060888113244,0.5524861878453039,715.0
0.9998060888113244,0.5106135504507124,716.0
0.9998060888113244,0.5460889793544635,717.0
0.9998060888113244,0.5469613259668509,718.0
0.9998060888113244,0.5565571387031114,719.0
0.9998060888113244,0.5330037801686537,720.0
0.9998060888113244,0.5190462343704565,721.0
0.9998060888113244,0.542018028496656,722.0
0.9998060888113244,0.5187554521663275,723.0
0.9998060888113244,0.5161384123291655,724.0
0.9998060888113244,0.5335853445769119,725.0
0.9998060888113244,0.520500145391102,726.0
0.9998060888113244,0.5353300378016865,727.0
0.9998060888113244,0.5405641174760105,728.0
0.9998060888113244,0.536783948822332,729.0
0.9998060888113244,0.5347484733934283,730.0
0.9998060888113244,0.5553940098865949,731.0
0.9998060888113244,0.5109043326548415,732.0
0.9998060888113244,0.5266065716778133,733.0
0.9998060888113244,0.5428903751090434,734.0
0.9998060888113244,0.522826403024135,735.0
0.9998060888113244,0.5091596394300669,736.0
0.9998060888113244,0.5170107589415528,737.0
0.9998060888113244,0.5184646699621983,738.0
0.9998060888113244,0.5082872928176796,739.0
0.9998060888113244,0.5298051759232335,740.0
0.9998060888113244,0.517592323349811,741.0
0.9998060888113244,0.5533585344576912,742.0
0.9998060888113244,0.5402733352718814,743.0
0.9998060888113244,0.5164291945332946,744.0
0.9998060888113244,0.5184646699621983,745.0
0.9998060888113244,0.5164291945332946,746.0
0.9998060888113244,0.49520209363186973,747.0
0.9998060888113244,0.5385286420471067,748.0
0.9998060888113244,0.5007269555103228,749.0
0.9998060888113244,0.5152660657167781,750.0
0.9998060888113244,0.5239895318406513,751.0
0.9998060888113244,0.4998546088979354,752.0
0.9998060888113244,0.5321314335562664,753.0
0.9998060888113244,0.520209363186973,754.0
0.9998060888113244,0.4969467868566444,755.0
0.9998060888113244,0.4815353300378017,756.0
0.9998060888113244,0.493166618202966,757.0
0.9998060888113244,0.4972375690607735,758.0
0.9998060888113244,0.49520209363186973,759.0
0.9998060888113244,0.49171270718232046,760.0
0.9998060888113244,0.5143937191043908,761.0
0.9998060888113244,0.5138121546961326,762.0
0.9998060888113244,0.4954928758359988,763.0
0.9998060888113244,0.4821168944460599,764.0
0.9998060888113244,0.5103227682465833,765.0
0.9998060888113244,0.5097412038383251,766.0
0.9998060888113244,0.5123582436754871,767.0
0.9998060888113244,0.4972375690607735,768.0
0.9998060888113244,0.5030532131433556,769.0
0.9998060888113244,0.5161384123291655,770.0
0.9998060888113244,0.5077057284094213,771.0
0.9998060888113244,0.48909566734515847,772.0
0.9998060888113244,0.5239895318406513,773.0
0.9998060888113244,0.5239895318406513,774.0
0.9998060888113244,0.5053794707763885,775.0
0.9998060888113244,0.5071241640011631,776.0
0.9998060888113244,0.49229427159057865,777.0
0.9998060888113244,0.5056702529805176,778.0
0.9998060888113244,0.5260250072695551,779.0
0.9998060888113244,0.5440535039255597,780.0
0.9998060888113244,0.5475428903751091,781.0
0.9998060888113244,0.49665600465251525,782.0
0.9998060888113244,0.5207909275952312,783.0
0.9998060888113244,0.4975283512649026,784.0
0.9998060888113244,0.5117766792672288,785.0
0.9998060888113244,0.5263157894736842,786.0
0.9998060888113244,0.5344576911892992,787.0
0.9998060888113244,0.49520209363186973,788.0
0.9998060888113244,0.5751671997673742,789.0
0.9998060888113244,0.5370747310264612,790.0
0.9998060888113244,0.528351264902588,791.0
0.9998060888113244,0.5300959581273627,792.0
0.9998060888113244,0.46466996219831347,793.0
0.9998060888113244,0.49520209363186973,794.0
0.9998060888113244,0.5079965106135504,795.0
0.9998060888113244,0.5545216632742076,796.0
0.9998060888113244,0.5431811573131724,797.0
0.9998060888113244,0.5370747310264612,798.0
0.9998060888113244,0.560918871765048,799.0
0.9998060888113244,0.5626635649898226,800.0
0.9998060888113244,0.5475428903751091,801.0
0.9998060888113244,0.5443442861296889,802.0
0.9998060888113244,0.5239895318406513,803.0
0.9998060888113244,0.49927304448967724,804.0
0.9998060888113244,0.522826403024135,805.0
0.9998060888113244,0.528642047106717,806.0
0.9998060888113244,0.498691480081419,807.0
0.9998060888113244,0.5455074149462052,808.0
0.9998060888113244,0.560918871765048,809.0
0.9998060888113244,0.5600465251526606,810.0
0.9998060888113244,0.5495783658040128,811.0
0.9998060888113244,0.5271881360860715,812.0
0.9998060888113244,0.5193370165745856,813.0
0.9998060888113244,0.5423088107007851,814.0
0.9998060888113244,0.5298051759232335,815.0
0.9998060888113244,0.5260250072695551,816.0
0.9998060888113244,0.5641174760104681,817.0
0.9998060888113244,0.5396917708636232,818.0
0.9998060888113244,0.5263157894736842,819.0
0.9998060888113244,0.5263157894736842,820.0
0.9998060888113244,0.5306775225356208,821.0
0.9998060888113244,0.4972375690607735,822.0
0.9998060888113244,0.5167199767374236,823.0
0.9998060888113244,0.560918871765048,824.0
0.9998060888113244,0.5254434428612968,825.0
0.9998060888113244,0.5207909275952312,826.0
0.9998060888113244,0.5463797615585926,827.0
0.9998060888113244,0.5376562954347194,828.0
0.9998060888113244,0.550159930212271,829.0
0.9998060888113244,0.5359116022099447,830.0
0.9998060888113244,0.5260250072695551,831.0
0.9998060888113244,0.5396917708636232,832.0
0.9998060888113244,0.48502471648735096,833.0
0.9998060888113244,0.48764175632451295,834.0
0.9998060888113244,0.5027624309392266,835.0
0.9998060888113244,0.49229427159057865,836.0
0.9998060888113244,0.49084036056993313,837.0
0.9998060888113244,0.5324222157603955,838.0
0.9998060888113244,0.5059610351846467,839.0
0.9998060888113244,0.5109043326548415,840.0
0.9998060888113244,0.5161384123291655,841.0
0.9998060888113244,0.4888048851410294,842.0
0.9998060888113244,0.47339342832218667,843.0
0.9998060888113244,0.4972375690607735,844.0
0.9998060888113244,0.47513812154696133,845.0
0.9998060888113244,0.5082872928176796,846.0
0.9998060888113244,0.46845013085199183,847.0
0.9998060888113244,0.4888048851410294,848.0
0.9998060888113244,0.482407676650189,849.0
0.9998060888113244,0.5106135504507124,850.0
0.9998060888113244,0.5024716487350974,851.0
0.9998060888113244,0.5045071241640011,852.0
0.9998060888113244,0.46757778423960455,853.0
0.9998060888113244,0.47252108170979934,854.0
0.9998060888113244,0.5030532131433556,855.0
0.9998060888113244,0.5292236115149753,856.0
0.9998060888113244,0.506833381797034,857.0
0.9998060888113244,0.5190462343704565,858.0
0.9998060888113244,0.5210817097993603,859.0
0.9998060888113244,0.4957836580401279,860.0
0.9998060888113244,0.5100319860424543,861.0
0.9998060888113244,0.4672870020354754,862.0
0.9998060888113244,0.5114858970630998,863.0
0.9998060888113244,0.5053794707763885,864.0
0.9998060888113244,0.5510322768246584,865.0
0.9998060888113244,0.5658621692352428,866.0
0.9998060888113244,0.5298051759232335,867.0
0.9998060888113244,0.5411456818842687,868.0
0.9998060888113244,0.5402733352718814,869.0
0.9998060888113244,0.5533585344576912,870.0
0.9998060888113244,0.5658621692352428,871.0
0.9998060888113244,0.5516138412329166,872.0
0.9998060888113244,0.5428903751090434,873.0
0.9998060888113244,0.5103227682465833,874.0
0.9998060888113244,0.5626635649898226,875.0
0.9998060888113244,0.5600465251526606,876.0
0.9998060888113244,0.5553940098865949,877.0
0.9998060888113244,0.5545216632742076,878.0
0.9998060888113244,0.550159930212271,879.0
0.9998060888113244,0.5632451293980808,880.0
0.9998060888113244,0.5251526606571678,881.0
0.9998060888113244,0.5190462343704565,882.0
0.9998060888113244,0.5519046234370456,883.0
0.9998060888113244,0.5615004361733061,884.0
0.9998060888113244,0.5428903751090434,885.0
0.9998060888113244,0.5271881360860715,886.0
0.9998060888113244,0.5132305902878744,887.0
0.9998060888113244,0.5021808665309683,888.0
0.9998060888113244,0.5077057284094213,889.0
0.9998060888113244,0.5004361733061936,890.0
0.9998060888113244,0.5472521081709799,891.0
0.9998060888113244,0.49171270718232046,892.0
0.9998060888113244,0.48415236987496363,893.0
0.9998060888113244,0.5138121546961326,894.0
0.9998060888113244,0.5248618784530387,895.0
0.9998060888113244,0.5405641174760105,896.0
0.9998060888113244,0.53416690898517,897.0
0.9998060888113244,0.5033439953474848,898.0
0.9998060888113244,0.522826403024135,899.0
0.9998060888113244,0.533876126781041,900.0
0.9998060888113244,0.5373655132305903,901.0
0.9998060888113244,0.5516138412329166,902.0
0.9998060888113244,0.5463797615585926,903.0
0.9998060888113244,0.5222448386158767,904.0
0.9998060888113244,0.5324222157603955,905.0
0.9998060888113244,0.5498691480081419,906.0
0.9998060888113244,0.5562663564989823,907.0
0.9998060888113244,0.5437627217214307,908.0
0.9998060888113244,0.5463797615585926,909.0
0.9998060888113244,0.5216632742076185,910.0
0.9998060888113244,0.539400988659494,911.0
0.9998060888113244,0.5298051759232335,912.0
0.9998060888113244,0.5385286420471067,913.0
0.9998060888113244,0.5446350683338179,914.0
0.9998060888113244,0.5280604826984588,915.0
0.9998060888113244,0.5260250072695551,916.0
0.9998060888113244,0.5434719395173015,917.0
0.9998060888113244,0.4957836580401279,918.0
0.9998060888113244,0.5236987496365223,919.0
0.9998060888113244,0.5641174760104681,920.0
0.9998060888113244,0.5245710962489095,921.0
0.9998060888113244,0.48502471648735096,922.0
0.9998060888113244,0.5399825530677522,923.0
0.9998060888113244,0.5652806048269846,924.0
0.9998060888113244,0.51468450130852,925.0
0.9998060888113244,0.48909566734515847,926.0
0.9998060888113244,0.5158476301250363,927.0
0.9998060888113244,0.5295143937191044,928.0
0.9998060888113244,0.5385286420471067,929.0
0.9998060888113244,0.5359116022099447,930.0
0.9998060888113244,0.5216632742076185,931.0
0.9998060888113244,0.49520209363186973,932.0
0.9998060888113244,0.5396917708636232,933.0
0.9998060888113244,0.5423088107007851,934.0
0.9998060888113244,0.5295143937191044,935.0
0.9998060888113244,0.5402733352718814,936.0
0.9998060888113244,0.542018028496656,937.0
0.9998060888113244,0.5658621692352428,938.0
0.9998060888113244,0.5597557429485316,939.0
0.9998060888113244,0.5190462343704565,940.0
0.9998060888113244,0.5181738877580692,941.0
0.9998060888113244,0.5178831055539401,942.0
0.9998060888113244,0.5266065716778133,943.0
0.9998060888113244,0.5187554521663275,944.0
0.9998060888113244,0.49927304448967724,945.0
0.9998060888113244,0.4954928758359988,946.0
0.9998060888113244,0.5117766792672288,947.0
0.9998060888113244,0.51468450130852,948.0
0.9998060888113244,0.5173015411456818,949.0
0.9998060888113244,0.49229427159057865,950.0
0.9998060888113244,0.5074149462052923,951.0
0.9998060888113244,0.5164291945332946,952.0
0.9998060888113244,0.5079965106135504,953.0
0.9998060888113244,0.5236987496365223,954.0
0.9998060888113244,0.5411456818842687,955.0
0.9998060888113244,0.5318406513521372,956.0
0.9998060888113244,0.5216632742076185,957.0
0.9998060888113244,0.4972375690607735,958.0
0.9998060888113244,0.4969467868566444,959.0
0.9998060888113244,0.5181738877580692,960.0
0.9998060888113244,0.5300959581273627,961.0
0.9998060888113244,0.528351264902588,962.0
0.9998060888113244,0.5362023844140739,963.0
0.9998060888113244,0.5234079674323932,964.0
0.9998060888113244,0.5114858970630998,965.0
0.9998060888113244,0.542018028496656,966.0
0.9998060888113244,0.5271881360860715,967.0
0.9998060888113244,0.5152660657167781,968.0
0.9998060888113244,0.5074149462052923,969.0
0.9998060888113244,0.5045071241640011,970.0
0.9998060888113244,0.5024716487350974,971.0
0.9998060888113244,0.5013085199185809,972.0
0.9998060888113244,0.5274789182902007,973.0
0.9998060888113244,0.5405641174760105,974.0
0.9998060888113244,0.5306775225356208,975.0
0.9998060888113244,0.5376562954347194,976.0
0.9998060888113244,0.47193951730154116,977.0
0.9998060888113244,0.5236987496365223,978.0
0.9998060888113244,0.48357080546670544,979.0
0.9998060888113244,0.5109043326548415,980.0
0.9998060888113244,0.5056702529805176,981.0
0.9998060888113244,0.493166618202966,982.0
0.9998060888113244,0.5178831055539401,983.0
0.9998060888113244,0.5103227682465833,984.0
0.9998060888113244,0.520500145391102,985.0
0.9998060888113244,0.46932247746437916,986.0
0.9998060888113244,0.5370747310264612,987.0
0.9998060888113244,0.4943297470194824,988.0
0.9998060888113244,0.5036347775516138,989.0
0.9998060888113244,0.520209363186973,990.0
0.9998060888113244,0.5021808665309683,991.0
0.9998060888113244,0.48822332073277114,992.0
0.9998060888113244,0.474265774934574,993.0
0.9998060888113244,0.5510322768246584,994.0
0.9998060888113244,0.5132305902878744,995.0
0.9998060888113244,0.5007269555103228,996.0
0.9998060888113244,0.5123582436754871,997.0
0.9998060888113244,0.5271881360860715,998.0
0.9998060888113244,0.5242803140447805,999.0
0.9998060888113244,0.5077057284094213,1000.0
0.9998060888113244,0.536493166618203,1001.0
0.9998060888113244,0.5376562954347194,1002.0
0.9998060888113244,0.49607444024425706,1003.0
0.9998060888113244,0.5079965106135504,1004.0
0.9998060888113244,0.550159930212271,1005.0
0.9998060888113244,0.525734225065426,1006.0
0.9998060888113244,0.5309683047397499,1007.0
0.9998060888113244,0.5455074149462052,1008.0
0.9998060888113244,0.5245710962489095,1009.0
0.9998060888113244,0.5239895318406513,1010.0
0.9998060888113244,0.49781913346903167,1011.0
0.9998060888113244,0.5100319860424543,1012.0
0.9998060888113244,0.4954928758359988,1013.0
0.9998060888113244,0.522826403024135,1014.0
0.9998060888113244,0.5216632742076185,1015.0
0.9998060888113244,0.5344576911892992,1016.0
0.9998060888113244,0.5437627217214307,1017.0
0.9998060888113244,0.5542308810700786,1018.0
0.9998060888113244,0.5399825530677522,1019.0
0.9998060888113244,0.5434719395173015,1020.0
0.9998060888113244,0.539400988659494,1021.0
0.9998060888113244,0.5588833963361443,1022.0
0.9998060888113244,0.514975283512649,1023.0
0.9998060888113244,0.5295143937191044,1024.0
0.9998060888113244,0.5135213724920035,1025.0
0.9998060888113244,0.5303867403314917,1026.0
0.9998060888113244,0.5216632742076185,1027.0
0.9998060888113244,0.5184646699621983,1028.0
0.9998060888113244,0.5181738877580692,1029.0
0.9998060888113244,0.46903169526025007,1030.0
0.9998060888113244,0.506833381797034,1031.0
0.9998060888113244,0.5071241640011631,1032.0
0.9998060888113244,0.5344576911892992,1033.0
0.9998060888113244,0.5213724920034893,1034.0
0.9998060888113244,0.5225356208200058,1035.0
0.9998060888113244,0.517592323349811,1036.0
0.9998060888113244,0.4853154986914801,1037.0
0.9998060888113244,0.5225356208200058,1038.0
0.9998060888113244,0.5216632742076185,1039.0
0.9998060888113244,0.5306775225356208,1040.0
0.9998060888113244,0.536783948822332,1041.0
0.9998060888113244,0.5332945623727828,1042.0
0.9998060888113244,0.5268973538819425,1043.0
0.9998060888113244,0.48647862750799653,1044.0
0.9998060888113244,0.5498691480081419,1045.0
0.9998060888113244,0.5277697004943297,1046.0
0.9998060888113244,0.5551032276824658,1047.0
0.9998060888113244,0.5585926141320151,1048.0
0.9998060888113244,0.53416690898517,1049.0
0.9998060888113244,0.5519046234370456,1050.0
0.9998060888113244,0.5210817097993603,1051.0
0.9998060888113244,0.5210817097993603,1052.0
0.9998060888113244,0.5385286420471067,1053.0
0.9998060888113244,0.4998546088979354,1054.0
0.9998060888113244,0.4943297470194824,1055.0
0.9998060888113244,0.5135213724920035,1056.0
0.9998060888113244,0.5117766792672288,1057.0
0.9998060888113244,0.49665600465251525,1058.0
0.9998060888113244,0.5039255597557429,1059.0
0.9998060888113244,0.5033439953474848,1060.0
0.9998060888113244,0.5056702529805176,1061.0
0.9998060888113244,0.48764175632451295,1062.0
0.9998060888113244,0.498691480081419,1063.0
0.9998060888113244,0.4774643791799942,1064.0
0.9998060888113244,0.4777551613841233,1065.0
0.9998060888113244,0.506833381797034,1066.0
0.9998060888113244,0.5077057284094213,1067.0
0.9998060888113244,0.48037220122128527,1068.0
0.9998060888113244,0.5053794707763885,1069.0
0.9998060888113244,0.5013085199185809,1070.0
0.9998060888113244,0.49171270718232046,1071.0
0.9998060888113244,0.5306775225356208,1072.0
0.9998060888113244,0.4984006978772899,1073.0
0.9998060888113244,0.48909566734515847,1074.0
0.9998060888113244,0.4780459435882524,1075.0
0.9998060888113244,0.49520209363186973,1076.0
0.9998060888113244,0.5059610351846467,1077.0
0.9998060888113244,0.5277697004943297,1078.0
0.9998060888113244,0.5248618784530387,1079.0
0.9998060888113244,0.5158476301250363,1080.0
0.9998060888113244,0.5141029369002617,1081.0
0.9998060888113244,0.5347484733934283,1082.0
0.9998060888113244,0.5170107589415528,1083.0
0.9998060888113244,0.5292236115149753,1084.0
0.9998060888113244,0.512067461471358,1085.0
0.9998060888113244,0.5077057284094213,1086.0
0.9998060888113244,0.5167199767374236,1087.0
0.9998060888113244,0.5219540564117476,1088.0
0.9998060888113244,0.509450421634196,1089.0
0.9998060888113244,0.49345740040709507,1090.0
0.9998060888113244,0.5353300378016865,1091.0
0.9998060888113244,0.5423088107007851,1092.0
0.9998060888113244,0.5292236115149753,1093.0
0.9998060888113244,0.5248618784530387,1094.0
0.9998060888113244,0.5350392555975574,1095.0
0.9998060888113244,0.53416690898517,1096.0
0.9998060888113244,0.5234079674323932,1097.0
0.9998060888113244,0.47513812154696133,1098.0
0.9998060888113244,0.5295143937191044,1099.0
0.9998060888113244,0.5050886885722594,1100.0
0.9998060888113244,0.5135213724920035,1101.0
0.9998060888113244,0.5565571387031114,1102.0
0.9998060888113244,0.5161384123291655,1103.0
0.9998060888113244,0.5050886885722594,1104.0
0.9998060888113244,0.5085780750218086,1105.0
0.9998060888113244,0.5236987496365223,1106.0
0.9998060888113244,0.5268973538819425,1107.0
0.9998060888113244,0.5207909275952312,1108.0
0.9998060888113244,0.5132305902878744,1109.0
0.9998060888113244,0.5018900843268392,1110.0
0.9998060888113244,0.479790636813027,1111.0
0.9998060888113244,0.5210817097993603,1112.0
0.9998060888113244,0.5199185809828438,1113.0
0.9998060888113244,0.5362023844140739,1114.0
0.9998060888113244,0.509450421634196,1115.0
0.9998060888113244,0.5300959581273627,1116.0
0.9998060888113244,0.49636522244838616,1117.0
0.9998060888113244,0.5242803140447805,1118.0
0.9998060888113244,0.5141029369002617,1119.0
0.9998060888113244,0.5236987496365223,1120.0
0.9998060888113244,0.5260250072695551,1121.0
0.9998060888113244,0.5324222157603955,1122.0
0.9998060888113244,0.520209363186973,1123.0
0.9998060888113244,0.5132305902878744,1124.0
0.9998060888113244,0.5318406513521372,1125.0
0.9998060888113244,0.5039255597557429,1126.0
0.9998060888113244,0.4815353300378017,1127.0
0.9998060888113244,0.468740913056121,1128.0
0.9998060888113244,0.5184646699621983,1129.0
0.9998060888113244,0.4757196859552195,1130.0
0.9998060888113244,0.4969467868566444,1131.0
0.9998060888113244,0.5373655132305903,1132.0
0.9998060888113244,0.4954928758359988,1133.0
0.9998060888113244,0.5027624309392266,1134.0
0.9998060888113244,0.5123582436754871,1135.0
0.9998060888113244,0.5181738877580692,1136.0
0.9998060888113244,0.5161384123291655,1137.0
0.9998060888113244,0.523117185228264,1138.0
0.9998060888113244,0.5164291945332946,1139.0
0.9998060888113244,0.5164291945332946,1140.0
0.9998060888113244,0.5774934574004071,1141.0
0.9998060888113244,0.528642047106717,1142.0
0.9998060888113244,0.5370747310264612,1143.0
0.9998060888113244,0.5071241640011631,1144.0
0.9998060888113244,0.5047979063681303,1145.0
0.9998060888113244,0.506833381797034,1146.0
0.9998060888113244,0.4981099156731608,1147.0
0.9998060888113244,0.5225356208200058,1148.0
0.9998060888113244,0.5007269555103228,1149.0
0.9998060888113244,0.5303867403314917,1150.0
0.9998060888113244,0.4998546088979354,1151.0
0.9998060888113244,0.4914219249781913,1152.0
0.9998060888113244,0.5399825530677522,1153.0
0.9998060888113244,0.5207909275952312,1154.0
0.9998060888113244,0.49665600465251525,1155.0
0.9998060888113244,0.5106135504507124,1156.0
0.9998060888113244,0.5187554521663275,1157.0
0.9998060888113244,0.5289328293108462,1158.0
0.9998060888113244,0.5245710962489095,1159.0
0.9998060888113244,0.45071241640011633,1160.0
0.9998060888113244,0.4870601919162547,1161.0
0.9998060888113244,0.5277697004943297,1162.0
0.9998060888113244,0.4914219249781913,1163.0
0.9998060888113244,0.47513812154696133,1164.0
0.9998060888113244,0.468740913056121,1165.0
0.9998060888113244,0.5010177377144519,1166.0
0.9998060888113244,0.5091596394300669,1167.0
0.9998060888113244,0.5236987496365223,1168.0
0.9998060888113244,0.5077057284094213,1169.0
0.9998060888113244,0.5553940098865949,1170.0
0.9998060888113244,0.5091596394300669,1171.0
0.9998060888113244,0.5030532131433556,1172.0
0.9998060888113244,0.5109043326548415,1173.0
0.9998060888113244,0.5114858970630998,1174.0
0.9998060888113244,0.5303867403314917,1175.0
0.9998060888113244,0.5097412038383251,1176.0
0.9998060888113244,0.5097412038383251,1177.0
0.9998060888113244,0.48647862750799653,1178.0
0.9998060888113244,0.5190462343704565,1179.0
0.9998060888113244,0.51468450130852,1180.0
0.9998060888113244,0.5280604826984588,1181.0
0.9998060888113244,0.5141029369002617,1182.0
0.9998060888113244,0.5207909275952312,1183.0
0.9998060888113244,0.5332945623727828,1184.0
0.9998060888113244,0.5109043326548415,1185.0
0.9998060888113244,0.512067461471358,1186.0
0.9998060888113244,0.5152660657167781,1187.0
0.9998060888113244,0.5065425995929049,1188.0
0.9998060888113244,0.5085780750218086,1189.0
0.9998060888113244,0.5158476301250363,1190.0
0.9998060888113244,0.49781913346903167,1191.0
0.9998060888113244,0.5114858970630998,1192.0
0.9998060888113244,0.48909566734515847,1193.0
0.9998060888113244,0.5280604826984588,1194.0
