train,test,n
0.9997091332169866,0.5574294853154987,391.0
0.9997091332169866,0.5330037801686537,392.0
0.9997091332169866,0.5638266938063391,393.0
0.9997091332169866,0.5804012794416982,394.0
0.9997091332169866,0.5838906658912475,395.0
0.9997091332169866,0.5774934574004071,396.0
0.9997091332169866,0.5809828438499564,397.0
0.9997091332169866,0.5809828438499564,398.0
0.9997091332169866,0.5673160802558883,399.0
0.9997091332169866,0.5652806048269846,400.0
0.9997091332169866,0.5623727827856935,401.0
0.9997091332169866,0.5870892701366677,402.0
0.9997091332169866,0.5926141320151207,403.0
0.9997091332169866,0.5838906658912475,404.0
0.9997091332169866,0.5838906658912475,405.0
0.9997091332169866,0.5760395463797615,406.0
0.9997091332169866,0.5737132887467287,407.0
0.9997091332169866,0.5821459726664728,408.0
0.9997091332169866,0.5708054667054376,409.0
0.9997091332169866,0.5722593777260832,410.0
0.9997091332169866,0.5821459726664728,411.0
0.9997091332169866,0.5920325676068625,412.0
0.9997091332169866,0.5920325676068625,413.0
0.9997091332169866,0.5696423378889212,414.0
0.9997091332169866,0.5699331200930503,415.0
0.9997091332169866,0.5821459726664728,416.0
0.9997091332169866,0.5673160802558883,417.0
0.9997091332169866,0.577202675196278,418.0
0.9997091332169866,0.5737132887467287,419.0
0.9997091332169866,0.5859261413201512,420.0
0.9997091332169866,0.5527769700494329,421.0
0.9997091332169866,0.5763303285838907,422.0
0.9997091332169866,0.571968595521954,423.0
0.9997091332169866,0.5859261413201512,424.0
0.9997091332169866,0.5641174760104681,425.0
0.9997091332169866,0.5568479209072404,426.0
0.9997091332169866,0.574585635359116,427.0
0.9997091332169866,0.5702239022971795,428.0
0.9997091332169866,0.5824367548706019,429.0
0.9997091332169866,0.5678976446641466,430.0
0.9997091332169866,0.5757487641756325,431.0
0.9997091332169866,0.5620820005815644,432.0
0.9997091332169866,0.5562663564989823,433.0
0.9997091332169866,0.6001744693224774,434.0
0.9997091332169866,0.5449258505379471,435.0
0.9997091332169866,0.5667345158476301,436.0
0.9997091332169866,0.5620820005815644,437.0
0.9997091332169866,0.5833091014829892,438.0
0.9997091332169866,0.5702239022971795,439.0
0.9997091332169866,0.5850537947077639,440.0
0.9997091332169866,0.5684792090724048,441.0
0.9997091332169866,0.5580110497237569,442.0
0.9997091332169866,0.574294853154987,443.0
0.9997091332169866,0.5457981971503344,444.0
0.9997091332169866,0.5606280895609189,445.0
0.9997091332169866,0.5510322768246584,446.0
0.9997091332169866,0.5556847920907241,447.0
0.9997091332169866,0.5513230590287874,448.0
0.9997091332169866,0.5370747310264612,449.0
0.9997091332169866,0.5280604826984588,450.0
0.9997091332169866,0.5431811573131724,451.0
0.9997091332169866,0.5475428903751091,452.0
0.9997091332169866,0.5254434428612968,453.0
0.9997091332169866,0.5481244547833672,454.0
0.9997091332169866,0.5463797615585926,455.0
0.9997091332169866,0.5452166327420762,456.0
0.9997091332169866,0.5431811573131724,457.0
0.9997091332169866,0.5434719395173015,458.0
0.9997091332169866,0.5481244547833672,459.0
0.9997091332169866,0.5565571387031114,460.0
0.9997091332169866,0.5699331200930503,461.0
0.9997091332169866,0.5519046234370456,462.0
0.9997091332169866,0.5556847920907241,463.0
0.9997091332169866,0.5344576911892992,464.0
0.9997091332169866,0.5565571387031114,465.0
0.9997091332169866,0.5513230590287874,466.0
0.9997091332169866,0.5408548996801396,467.0
0.9997091332169866,0.5574294853154987,468.0
0.9997091332169866,0.5580110497237569,469.0
0.9997091332169866,0.5481244547833672,470.0
0.9997091332169866,0.5606280895609189,471.0
0.9997091332169866,0.5644082582145973,472.0
0.9997091332169866,0.5757487641756325,473.0
0.9997091332169866,0.536493166618203,474.0
0.9997091332169866,0.5370747310264612,475.0
0.9997091332169866,0.5519046234370456,476.0
0.9997091332169866,0.5446350683338179,477.0
0.9997091332169866,0.5710962489095668,478.0
0.9997091332169866,0.5568479209072404,479.0
0.9997091332169866,0.5792381506251817,480.0
0.9997091332169866,0.5655713870311136,481.0
0.9997091332169866,0.5638266938063391,482.0
0.9997091332169866,0.5495783658040128,483.0
0.9997091332169866,0.5507414946205292,484.0
0.9997091332169866,0.5865077057284094,485.0
0.9997091332169866,0.5681884268682756,486.0
0.9997091332169866,0.5615004361733061,487.0
0.9997091332169866,0.5638266938063391,488.0
0.9997091332169866,0.53416690898517,489.0
0.9997091332169866,0.56353591160221,490.0
0.9997091332169866,0.5638266938063391,491.0
0.9997091332169866,0.5676068624600175,492.0
0.9997091332169866,0.5722593777260832,493.0
0.9997091332169866,0.5585926141320151,494.0
0.9997091332169866,0.5646990404187264,495.0
0.9997091332169866,0.5812736260540855,496.0
0.9997091332169866,0.5754579819715033,497.0
0.9997091332169866,0.5545216632742076,498.0
0.9997091332169866,0.5678976446641466,499.0
0.9998060888113244,0.5475428903751091,500.0
0.9998060888113244,0.5315498691480082,501.0
0.9998060888113244,0.5170107589415528,502.0
0.9998060888113244,0.5440535039255597,503.0
0.9998060888113244,0.5774934574004071,504.0
0.9998060888113244,0.5847630125036348,505.0
0.9998060888113244,0.5710962489095668,506.0
0.9998060888113244,0.5961035184646699,507.0
0.9998060888113244,0.5676068624600175,508.0
0.9998060888113244,0.5751671997673742,509.0
0.9998060888113244,0.5577202675196278,510.0
0.9998060888113244,0.5347484733934283,511.0
0.9998060888113244,0.5373655132305903,512.0
0.9998060888113244,0.5539400988659494,513.0
0.9998060888113244,0.5865077057284094,514.0
0.9998060888113244,0.5702239022971795,515.0
0.9998060888113244,0.5769118929921488,516.0
0.9998060888113244,0.580110497237569,517.0
0.9998060888113244,0.5428903751090434,518.0
0.9998060888113244,0.5469613259668509,519.0
0.9998060888113244,0.5676068624600175,520.0
0.9998060888113244,0.5495783658040128,521.0
0.9998060888113244,0.536493166618203,522.0
0.9998060888113244,0.5652806048269846,523.0
0.9998060888113244,0.5748764175632451,524.0
0.9998060888113244,0.5899970921779587,525.0
0.9998060888113244,0.5963943006687991,526.0
0.9998060888113244,0.5897063099738296,527.0
0.9998060888113244,0.5835998836871183,528.0
0.9998060888113244,0.5914510031986042,529.0
0.9998060888113244,0.5571387031113696,530.0
0.9998060888113244,0.5795289328293108,531.0
0.9998060888113244,0.5888339633614422,532.0
0.9998060888113244,0.5708054667054376,533.0
0.9998060888113244,0.5571387031113696,534.0
0.9998060888113244,0.5763303285838907,535.0
0.9998060888113244,0.5911602209944752,536.0
0.9998060888113244,0.5649898226228555,537.0
0.9998060888113244,0.593486478627508,538.0
0.9998060888113244,0.5809828438499564,539.0
0.9998060888113244,0.5655713870311136,540.0
0.9998060888113244,0.5821459726664728,541.0
0.9998060888113244,0.5699331200930503,542.0
0.9998060888113244,0.5876708345449259,543.0
0.9998060888113244,0.5812736260540855,544.0
0.9998060888113244,0.5347484733934283,545.0
0.9998060888113244,0.574294853154987,546.0
0.9998060888113244,0.5713870311136958,547.0
0.9998060888113244,0.580110497237569,548.0
0.9998060888113244,0.5510322768246584,549.0
0.9998060888113244,0.5591741785402733,550.0
0.9998060888113244,0.5629543471939518,551.0
0.9998060888113244,0.5356208200058157,552.0
0.9998060888113244,0.5513230590287874,553.0
0.9998060888113244,0.5824367548706019,554.0
0.9998060888113244,0.5455074149462052,555.0
0.9998060888113244,0.5530677522535621,556.0
0.9998060888113244,0.5516138412329166,557.0
0.9998060888113244,0.5521954056411748,558.0
0.9998060888113244,0.5391102064553649,559.0
0.9998060888113244,0.569060773480663,560.0
0.9998060888113244,0.5504507124164001,561.0
0.9998060888113244,0.5513230590287874,562.0
0.9998060888113244,0.5405641174760105,563.0
0.9998060888113244,0.5379470776388485,564.0
0.9998060888113244,0.5362023844140739,565.0
0.9998060888113244,0.533876126781041,566.0
0.9998060888113244,0.5521954056411748,567.0
0.9998060888113244,0.528642047106717,568.0
0.9998060888113244,0.585344576911893,569.0
0.9998060888113244,0.5681884268682756,570.0
0.9998060888113244,0.5524861878453039,571.0
0.9998060888113244,0.5428903751090434,572.0
0.9998060888113244,0.5385286420471067,573.0
0.9998060888113244,0.520500145391102,574.0
0.9998060888113244,0.5612096539691771,575.0
0.9998060888113244,0.5670252980517593,576.0
0.9998060888113244,0.5626635649898226,577.0
0.9998060888113244,0.5649898226228555,578.0
0.9998060888113244,0.5699331200930503,579.0
0.9998060888113244,0.53416690898517,580.0
0.9998060888113244,0.5306775225356208,581.0
0.9998060888113244,0.5423088107007851,582.0
0.9998060888113244,0.5219540564117476,583.0
0.9998060888113244,0.5222448386158767,584.0
0.9998060888113244,0.5350392555975574,585.0
0.9998060888113244,0.528351264902588,586.0
0.9998060888113244,0.5324222157603955,587.0
0.9998060888113244,0.5551032276824658,588.0
0.9998060888113244,0.5777842396045362,589.0
0.9998060888113244,0.5097412038383251,590.0
0.9998060888113244,0.523117185228264,591.0
0.9998060888113244,0.533876126781041,592.0
0.9998060888113244,0.5417272462925269,593.0
0.9998060888113244,0.5370747310264612,594.0
0.9998060888113244,0.5315498691480082,595.0
0.9998060888113244,0.5344576911892992,596.0
0.9998060888113244,0.57981971503344,597.0
0.9998060888113244,0.574294853154987,598.0
0.9998060888113244,0.5658621692352428,599.0
0.9998060888113244,0.5449258505379471,600.0
0.9998060888113244,0.5591741785402733,601.0
0.9998060888113244,0.5013085199185809,602.0
0.9998060888113244,0.5263157894736842,603.0
0.9998060888113244,0.5277697004943297,604.0
0.9998060888113244,0.4998546088979354,605.0
0.9998060888113244,0.5702239022971795,606.0
0.9998060888113244,0.5548124454783367,607.0
0.9998060888113244,0.5222448386158767,608.0
0.9998060888113244,0.523117185228264,609.0
0.9998060888113244,0.5414364640883977,610.0
0.9998060888113244,0.5545216632742076,611.0
0.9998060888113244,0.5411456818842687,612.0
0.9998060888113244,0.5760395463797615,613.0
0.9998060888113244,0.5516138412329166,614.0
0.9998060888113244,0.53416690898517,615.0
0.9998060888113244,0.5603373073567898,616.0
0.9998060888113244,0.5792381506251817,617.0
0.9998060888113244,0.5434719395173015,618.0
0.9998060888113244,0.5899970921779587,619.0
0.9998060888113244,0.585635359116022,620.0
0.9998060888113244,0.5696423378889212,621.0
0.9998060888113244,0.5926141320151207,622.0
0.9998060888113244,0.5629543471939518,623.0
0.9998060888113244,0.5658621692352428,624.0
0.9998060888113244,0.6010468159348648,625.0
0.9998060888113244,0.5902878743820879,626.0
0.9998060888113244,0.5696423378889212,627.0
0.9998060888113244,0.5830183192788602,628.0
0.9998060888113244,0.5658621692352428,629.0
0.9998060888113244,0.5644082582145973,630.0
0.9998060888113244,0.5818551904623437,631.0
0.9998060888113244,0.5641174760104681,632.0
0.9998060888113244,0.5588833963361443,633.0
0.9998060888113244,0.5678976446641466,634.0
0.9998060888113244,0.5513230590287874,635.0
0.9998060888113244,0.5754579819715033,636.0
0.9998060888113244,0.5740040709508578,637.0
0.9998060888113244,0.5702239022971795,638.0
0.9998060888113244,0.5693515556847921,639.0
0.9998060888113244,0.5600465251526606,640.0
